UAHUKX7GH1U-00001-00000210-00000311 こんにちは、だつで
XsnBe13T5K4-00353-00092142-00092518 それが皆さんのものだと思うんですけど
XsnBe13T5K4-00354-00092519-00092938 貴重な財産であって実はこれが
XsnBe13T5K4-00355-00092939-00093193 みんな平等に与えられた特権なんですね
XsnBe13T5K4-00356-00093194-00093694 さらに明日になればまた皆さんの財布に
XsnBe13T5K4-00357-00093695-00093941 まっさらに24時間というのが入ってくる
XsnBe13T5K4-00358-00093942-00094271 一方ですね
XsnBe13T5K4-00359-00094272-00094517 これって毎日失われる
XsnBe13T5K4-00360-00094518-00094918 でこれは仕事での
XsnBe13T5K4-00361-00094919-00095261 お客様のためでもなくて
XsnBe13T5K4-00364-00095544-00096005 無駄で価値を生み出さない
XsnBe13T5K4-00365-00096006-00096323 タスクとかですね実はプロセスとかに時間
XsnBe13T5K4-00366-00096324-00096682 知りやすいからこれダメなんですよねで私はこの
XsnBe13T5K4-00367-00096683-00096856 このテクノロジーっていうのはですね
XsnBe13T5K4-00368-00096857-00097229 皆さんとか皆さんがですね有効に使える
XsnBe13T5K4-00369-00097230-00097565 時間を生み出して
XsnBe13T5K4-00370-00097566-00097853 ですねEXであったりその先の
XsnBe13T5K4-00371-00097854-00098194 というのを高められるように貢献しています
XsnBe13T5K4-00372-00098195-00098375 というのを本当に思っています
XsnBe13T5K4-00373-00098376-00098771 この生産性を高めるためにですね
XsnBe13T5K4-00374-00098772-00099137 このオートメーションのマインドとかカルチャー
XsnBe13T5K4-00375-00099138-00099281 というのを醸成していくということです
XsnBe13T5K4-00377-00099401-00099767 会社とか製品っていうのも貢献している
XsnBe13T5K4-00378-00099768-00100024 していきたいと思っています
XsnBe13T5K4-00379-00100025-00100205 さっきのメモ動画なんか分かりやすいので
XsnBe13T5K4-00380-00100206-00100462 アフターポールワークというのは
XsnBe13T5K4-00381-00100463-00100835 1分の削減というのができた
XsnBe13T5K4-00382-00100836-00101056 例えば30人の子
XsnBe13T5K4-00385-00101372-00101776 アフターポールワークで1分削減できたとします
XsnBe13T5K4-00386-00101777-00102149 例えばこれも60回通りの コンテンツで
XsnBe13T5K4-00387-00102150-00102466 処理件数を1人こなしている場合
XsnBe13T5K4-00388-00102467-00102856 週に1人当たり1時間、60分なので1時間削減
XsnBe13T5K4-00389-00102857-00103144 たかがこれ1時間かもしれない
XsnBe13T5K4-00391-00103267-00103684 30人の場合 年間で言うと52週なので
XsnBe13T5K4-00392-00103685-00104075 これ計算すると1560時間を切り出すんです
XsnBe13T5K4-00393-00104076-00104308 よねそうすると企業
XsnBe13T5K4-00396-00104609-00104789 シャープで筋肉質になって
XsnBe13T5K4-00398-00104891-00105089 間違いなく上がっていくと思うんです
XsnBe13T5K4-00399-00105090-00105407 私個人的にも非常に嫌ってて
XsnBe13T5K4-00400-00105408-00105683 無駄なこととか非公理
XsnBe13T5K4-00401-00105683-00105895 品質とか非生産性なこと大嫌いなんで
XsnBe13T5K4-00402-00105896-00106139 何とかこういった どんどん効率的に
XsnBe13T5K4-00403-00106140-00106451 実化していくということがCXにつながっていく
XsnBe13T5K4-00404-00106452-00106704 じゃないかなと思います
XsnBe13T5K4-00405-00106705-00106871 ありがとうございます。本当に素晴らしい。
XsnBe13T5K4-00406-00106872-00107063 世界を描いてるかと思います
XsnBe13T5K4-00407-00107064-00107278 まさに本当に共感できるというところ
XsnBe13T5K4-00408-00107279-00107560 もうよく日本では 日本の人たちが
XsnBe13T5K4-00409-00107561-00107813 いくら時間あってもっていうね
XsnBe13T5K4-00410-00107814-00108040 思いますけれど 本当におっしゃるように
XsnBe13T5K4-00412-00108132-00108443 消費者としていろんな便利
XsnBe13T5K4-00413-00108444-00108671 どんどんこの技術の進化に伴って
XsnBe13T5K4-00414-00108672-00108863 って 自称者として持ってるツール が
XsnBe13T5K4-00415-00108864-00109054 どんどん増えている中
XsnBe13T5K4-00416-00109055-00109295 同じようにやはり従業員に対して
XsnBe13T5K4-00417-00109296-00109613 そういう便利さを市区で与えることに
XsnBe13T5K4-00418-00109614-00109877 によって いろんな意味で時間の効率
XsnBe13T5K4-00419-00109878-00110243 になってくるし
XsnBe13T5K4-00420-00110244-00110471 4日とかっていう話もありますけど
XsnBe13T5K4-00421-00110472-00110645 そういう世界につながっていくために
XsnBe13T5K4-00422-00110646-00111101 やはりこういうような最新の技術 も含めて活用
XsnBe13T5K4-00423-00111102-00111371 私としてもぜひいろんなお客さんに
XsnBe13T5K4-00424-00111372-00111551 今日特に聞いていらっしゃるお客さん
XsnBe13T5K4-00426-00111641-00111760 いきたいなと思いますので
XsnBe13T5K4-00427-00111761-00111940 その世界一緒に作れたらいいなと思います
XsnBe13T5K4-00428-00111941-00112354 ちょっと私からもですね オールさんに一つ質問します
XsnBe13T5K4-00429-00112355-00112643 はい
XsnBe13T5K4-00430-00112644-00112966 EX 前日さんのこのExperience as a
XsnBe13T5K4-00431-00112967-00113347 サービス非常に
XsnBe13T5K4-00432-00113348-00113686 考えたと思うんです
XsnBe13T5K4-00433-00113688-00114058 EXに関してですね実際にジェネスター
XsnBe13T5K4-00434-00114059-00114210 の方でですね
XsnBe13T5K4-00435-00114211-00114502 それ以上見たいなと思ってあるんでしょう
XsnBe13T5K4-00436-00114503-00114754 実はですね、さらにですね
XsnBe13T5K4-00437-00114755-00114984 この先オートミュージシャンイニアとですね
XsnBe13T5K4-00438-00114985-00115313 連携を深めていくためにこの辺私もですね
XsnBe13T5K4-00439-00115314-00115516 少し理解しておきたいなと思っております
XsnBe13T5K4-00440-00115517-00115858 ありがとうございますご質問ありがとうございます
XsnBe13T5K4-00441-00115859-00116051 先ほどお話ししたように
XsnBe13T5K4-00442-00116052-00116195 サービスという会社の
XsnBe13T5K4-00443-00116196-00116602 大きなビジョンとして持っていて それは
XsnBe13T5K4-00444-00116603-00116783 持ってるお客さんだけではなくて
XsnBe13T5K4-00445-00116783-00117215 当然従業員に対して同じような思いを持って
XsnBe13T5K4-00446-00117216-00117443 いかないと 最終的にいいCXが作れない
XsnBe13T5K4-00447-00117444-00117616 という話なんですけれど
XsnBe13T5K4-00448-00117617-00117766 エクスペリエンスサービスを実現 するためには
XsnBe13T5K4-00449-00117767-00118066 まさに我々 今日ビデオでもご紹介 していただきました
XsnBe13T5K4-00451-00118205-00118516 クラウドが主流のサービスを
XsnBe13T5K4-00453-00118679-00118978 それの一番の特徴としては 当然顧客
XsnBe13T5K4-00454-00118979-00119375 対応するためのツールなどが もうオーリーワン
XsnBe13T5K4-00455-00119376-00119519 入っているところもあるんですけれども
XsnBe13T5K4-00456-00119520-00119866 けど もう一方ではエンプロイ 従業
XsnBe13T5K4-00457-00119867-00120190 のためのツールも さまざま入っている
XsnBe13T5K4-00458-00120191-00120484 当然その効率化を上げていくための
XsnBe13T5K4-00459-00120485-00120610 いわゆるワークフォース
XsnBe13T5K4-00460-00120611-00120781 マネジメントワークフレーム
XsnBe13T5K4-00461-00120782-00120995 エンプロイエンゲージメントっていう 観点の
XsnBe13T5K4-00462-00120996-00121247 もあるんですけど やっぱり一歩 先
XsnBe13T5K4-00463-00121248-00121534 その仕事も楽しくなるように あまりなじみ
XsnBe13T5K4-00464-00121535-00121627 ないと思うんですけど
XsnBe13T5K4-00465-00121628-00121907 ゲーミフィケーションっていう 観点で
XsnBe13T5K4-00466-00121908-00122201 まあいい意味で競い合うというか
XsnBe13T5K4-00467-00122202-00122316 あったり
XsnBe13T5K4-00468-00122317-00122536 コラボレーションしていくようなツールが
XsnBe13T5K4-00469-00122538-00122704 ずっしり詰まっている
XsnBe13T5K4-00470-00122705-00122833 おりますので
XsnBe13T5K4-00471-00122833-00123113 そういうツールをどんどん我々 の
XsnBe13T5K4-00472-00123114-00123316 お客さんに活用することによって
XsnBe13T5K4-00473-00123317-00123575 Automation Anywhereのツールも
XsnBe13T5K4-00474-00123576-00123893 一緒に使うことによる世界がどんどん
XsnBe13T5K4-00475-00123894-00124086 変わってくると思っておりますので
XsnBe13T5K4-00476-00124088-00124486 ECXの中心になるのはやはり社員だ
XsnBe13T5K4-00477-00124488-00124673 というふうに思っておりますので
XsnBe13T5K4-00479-00124788-00125008 に対しても 俺はどんどん前進して
XsnBe13T5K4-00480-00125009-00125333 いきたいなと思っております
XsnBe13T5K4-00481-00125333-00125716 そうですねEXとCXでつながり
XsnBe13T5K4-00482-00125717-00125915 になるとどうしてもやっぱりあのお客さん
XsnBe13T5K4-00483-00125916-00126095 始まりになってくるので
XsnBe13T5K4-00484-00126096-00126328 いかにこれをつなげていって
XsnBe13T5K4-00486-00126444-00126689 掴めていくかっていうことが ゆうかにとっての
XsnBe13T5K4-00487-00126690-00127001 共通のチャレンジかなと
XsnBe13T5K4-00488-00127002-00127258 思いますのでぜひお願いいたします
XsnBe13T5K4-00489-00127259-00127504 ありがとうございます多分僕と結衣さん
XsnBe13T5K4-00490-00127505-00127793 ずっとこのまましゃべり続けていけるのではないか
XsnBe13T5K4-00491-00127794-00127931 かなと思うんですけど
XsnBe13T5K4-00492-00127932-00128047 クリエイティブ
XsnBe13T5K4-00493-00128048-00128416 なるべくコンパクトに次もまた
XsnBe13T5K4-00494-00128417-00128734 知りたいというのが一つの思いとしてあります
XsnBe13T5K4-00495-00128735-00129052 あっという間に時間が参り
XsnBe13T5K4-00496-00129053-00129275 ましたので改めて今日結さんに
XsnBe13T5K4-00497-00129276-00129431 そんな話を聞かせていただきまして
XsnBe13T5K4-00498-00129432-00129707 そしてCXの中にやっぱりRPAの可能性
XsnBe13T5K4-00499-00129708-00129904 皆さんに感じさせていただきましたことです
XsnBe13T5K4-00500-00129905-00130102 に対してお礼を申し上げたいと思います
XsnBe13T5K4-00501-00130103-00130225 またぜひですね
XsnBe13T5K4-00502-00130226-00130595 2023年 この中でいろんなイベント
XsnBe13T5K4-00503-00130596-00130852 にやらさせていただいて その世界を
XsnBe13T5K4-00504-00130853-00131116 皆さんにどんどん提供できるように していきたいと思います
XsnBe13T5K4-00505-00131117-00131249 たいと思いますのでよろしくお願いします
XsnBe13T5K4-00506-00131250-00131393 今日はありがとうございましたどうもありがとうございました
XsnBe13T5K4-00508-00131520-00131893 はい
XsnBe13T5K4-00509-00131894-00132269 皆さんありがとうございました皆さんいかがでしたか
XsnBe13T5K4-00510-00132270-00132569 どうでしょうか。
XsnBe13T5K4-00511-00132570-00132754 ご興味のある方は
XsnBe13T5K4-00512-00132755-00133097 現在のオペレーションの利用化・効率化をご検討いただきたいと思います
XsnBe13T5K4-00513-00133098-00133433 の方はこちらもqrコードから弊社 ご一緒ください
XsnBe13T5K4-00514-00133434-00133559 サイトまでお問い合わせください
XsnBe13T5K4-00515-00133560-00133835 それでは次回のクルーチェーズも
Xu_pGFuTEv8-00000-00000008-00000396 まああのワンピースという作品に出させて いただいているんですけども
Xu_pGFuTEv8-00001-00000397-00001011 ノラハルガーローという役を僕は担当しているんですがかなり渋い役なんですよ
Xu_pGFuTEv8-00002-00001013-00001498 でそのローの箱を改装するっていう話が6話ありまして
Xu_pGFuTEv8-00003-00001499-00001984 原作を読んでる時からメールに書いてある通りに10歳くらいの少年だった
Xu_pGFuTEv8-00005-00002010-00002381 これ僕も誰がやるんだろうなと思いながら読むんだ
Xu_pGFuTEv8-00007-00002445-00002900 ただ話がものすごいシリアスですごく教員のときはお話だったので
Xu_pGFuTEv8-00008-00002901-00003365 これ僕なんとかねやれないかな
Xu_pGFuTEv8-00009-00003367-00003875 という自分でやりたいなっていう気持ちがありましてプロデューサーだったり
Xu_pGFuTEv8-00010-00003876-00004184 マネージャーに相談をして誰がやるんですかと
Xu_pGFuTEv8-00011-00004185-00004620 もしやるんだったら一回声聞いていただけないでしょ
Xu_pGFuTEv8-00012-00004621-00005109 オーディションをやっていただくかとにかくその1回ね
Xu_pGFuTEv8-00013-00005110-00005291 何かしらの機会で
Xu_pGFuTEv8-00014-00005292-00005589 これをどうにかそのやれないものか
Xu_pGFuTEv8-00015-00005590-00006168 話したらただやっぱり青年のローやっているしワンピースの世界観
Xu_pGFuTEv8-00016-00006169-00006576 おいて青年をやっている人がその子供時代 をやるところをないと同じかはいそうか
