c9wg9nmod64-00000-00000048-00000316 寝たらスマホを出たいんだけど。来年。
k75TPzwxG2U-00047-00021666-00023683 では画面共有をさせていただきますはいお願いしますはい
k75TPzwxG2U-00048-00023684-00024120 それでは塩さんよろしくお願いいたします
k75TPzwxG2U-00049-00024121-00024657 はいそれではPythonで始める付加試験というタイトルで発表の方を開始させて
k75TPzwxG2U-00050-00024658-00024729 いただきます
k75TPzwxG2U-00051-00024730-00025314 よろしくお願いいたしますまず簡単に自己紹介の方からさせていただきます
k75TPzwxG2U-00052-00025315-00025722 名前を西尾祐介と申します Twitterアカウント 書きのもので
k75TPzwxG2U-00053-00025723-00026119 ものとなります所属は株式会社ブレインパッド
k75TPzwxG2U-00054-00026120-00026698 プロダクトビジネス本部に所属しております登壇歴ですが2018年のPython
k75TPzwxG2U-00055-00026699-00027058 コンファレンスでPython研修の作り方Teaching is Learningという
k75TPzwxG2U-00056-00027058-00027367 タイトルで発表させていただきました
k75TPzwxG2U-00057-00027368-00027739 今年の主な活動としてはリスティング広告開発
k75TPzwxG2U-00058-00027739-00028118 関連のツールの開発また本日開催
k75TPzwxG2U-00059-00028119-00028523 中のパイコンの方でブレインパッドのスポンサーの
k75TPzwxG2U-00060-00028524-00028889 ブースをやっておりまして 仲の人として活動しています
k75TPzwxG2U-00061-00028889-00029306 先ほども何人かの方とお会いさせていただいたのですが発表後も
k75TPzwxG2U-00062-00029307-00029760 すぐに駆けつける予定になりますのでよろしければ皆さん
k75TPzwxG2U-00063-00029761-00030080 この発表中は見てほしいんですが
k75TPzwxG2U-00064-00030081-00030708 よろしくお願いいたしますまたですね私の所属しているプロダクトビジネス
k75TPzwxG2U-00065-00030708-00031145 本部の方でTwitterの方をスタートしまして そちらの中の人の一人を
k75TPzwxG2U-00066-00031146-00031254 やっています
k75TPzwxG2U-00067-00031255-00031758 ちょうど今このタイミングで裏実況の方が開始しているはずなので
k75TPzwxG2U-00068-00031760-00032239 そちらも併せてご確認いただければ幸いです
k75TPzwxG2U-00069-00032239-00032614 こちらの資料ですが スピーカーゲットのほうで公開しています
k75TPzwxG2U-00071-00032984-00033477 つけて twitter の方にも流して ありますのでよろしければそちらでもご確認ください
k75TPzwxG2U-00072-00033478-00033832 また実況中継の方も励みになりますし
k75TPzwxG2U-00073-00033833-00034241 発表中に答えきれなかった質問
k75TPzwxG2U-00074-00034242-00034709 等に関してもそちらの方で拾える ものは拾っていきたいなというふうに考えています
k75TPzwxG2U-00075-00034710-00035006 併せてよろしくお願いいたします
k75TPzwxG2U-00076-00035007-00035345 では早速本題の方に移りさせていただきます
k75TPzwxG2U-00077-00035346-00035783 話すことといたしましては、Python 性ツール、Locastの方で
k75TPzwxG2U-00078-00035784-00036278 用いて付加試験の方を行ったのでまずツール自体の紹介からさせていただければ
k75TPzwxG2U-00079-00036279-00036863 考えております そしてそのローキャストを用いて 付加試験を実際に行う方法ですね
k75TPzwxG2U-00081-00037009-00037509 また不可視検手法や結果の方を俗人化させない
k75TPzwxG2U-00082-00037510-00037986 実際にプロダクト開発の現場でどのようにこちらを使ったのかというそういった部分を
k75TPzwxG2U-00083-00037987-00038395 お伝えできればと考えております
k75TPzwxG2U-00084-00038396-00038870 ちょっと話す内容とかもあるんですけどアジェンダとしては以下のとおりです
k75TPzwxG2U-00085-00038871-00039281 ではまずきっかけについてお話しさせていただきます
k75TPzwxG2U-00086-00039282-00039782 担当プロダクトの方でとある機能という形にはなるんですが
k75TPzwxG2U-00087-00039783-00040199 RotoRで機能を実装したんですねこちらの使われ方によっては
k75TPzwxG2U-00088-00040200-00040514 リクエストで最大数万件の更新 シェルが発生して
k75TPzwxG2U-00089-00040515-00040832 データベースへの更新もあるんですけど
k75TPzwxG2U-00090-00040833-00041280 連携しているシステムへのアクセスとか多岐にわたる影響が
k75TPzwxG2U-00091-00041281-00041490 予想されるものでした
k75TPzwxG2U-00092-00041491-00042114 こちら現時点でどれだけさばけるのかっていうのはリリース前に確認する必要がある
k75TPzwxG2U-00093-00042115-00042333 という判断がありまして
k75TPzwxG2U-00094-00042334-00042729 リリース前に付加試験の方を行うことになりました
k75TPzwxG2U-00095-00042730-00043254 実際は付加試験というと要件の複雑なもの要件の簡単なものとあるんですが
k75TPzwxG2U-00096-00043255-00043492 今回の場合はどれくらいのリクエストなのか
k75TPzwxG2U-00097-00043493-00044052 今の環境で耐えられるんだろうっていうのを調べるだけの比較的シンプルなテスト
k75TPzwxG2U-00099-00044200-00044697 僕自身がアプリケーションの開発 とか運用保守をメインで行って
k75TPzwxG2U-00100-00044698-00044793 いるのですが
k75TPzwxG2U-00101-00044794-00045153 付加試験自体を行うのはこのタイミングが初めてでしたので
k75TPzwxG2U-00102-00045154-00045585 正直言うとツールの使い方はどうやって入れるんだろうってところから
k75TPzwxG2U-00103-00045586-00045702 見ることも
k75TPzwxG2U-00104-00045703-00046021 前提として補足させていただきます
k75TPzwxG2U-00105-00046022-00046528 その上で実際に担当するシステム構成の方だけ見せれる範囲でお話をします
k75TPzwxG2U-00106-00046529-00046708 いかなければなと思っています
k75TPzwxG2U-00107-00046709-00047095 プロダクトから叩かれるAPIがPythonで作られていて、
k75TPzwxG2U-00108-00047096-00047596 それでバックエンドのバッジから 各種システムにアクセスしに行って
k75TPzwxG2U-00109-00047597-00047932 よく見る個性かなというふうには思います
k75TPzwxG2U-00110-00047933-00048020 でその中で
k75TPzwxG2U-00111-00048021-00048449 このAPIのところでどれだけリクエストをさばけるのかや
k75TPzwxG2U-00112-00048450-00048908 実際にリクエストを通信したりする中でどれだけ捌けるのかな
k75TPzwxG2U-00113-00048909-00049337 またはどこかボトルネックになっているところがないのかなっていう風なのを調べるの
k75TPzwxG2U-00115-00049634-00050239 その中で考えたことですね、この福祉権利を望むにあたって考えたこととしてはいかがでしょうか。
k75TPzwxG2U-00117-00050336-00050715 プロダクトのAPI部分でPythonが使われていて
k75TPzwxG2U-00118-00050716-00051093 VOGに使うスクリプトなんかも実はPythonでよく使われていて
k75TPzwxG2U-00119-00051094-00051307 チーム全員かけるから
k75TPzwxG2U-00120-00051308-00051635 iPhone開いたら導入コストを低くするし
k75TPzwxG2U-00121-00051636-00052019 Pythonで書けないかなっていうのをちょっと考えました実際ツールとか
k75TPzwxG2U-00122-00052020-00052456 様々あるのでPythonでシナリオを書けるツールがあったらツール自体は
k75TPzwxG2U-00123-00052457-00053063 の使い方って意外にいろいろと 幅があるので導入コストの中であまり見えづらい部分とか
k75TPzwxG2U-00124-00053064-00053384 はありますが意外にコストになる ことが多いと思うんですね
k75TPzwxG2U-00125-00053385-00053634 その中でもPythonの使い方は
k75TPzwxG2U-00126-00053635-00053898 プロダクト開発等でも
k75TPzwxG2U-00127-00053899-00054378 使われていたのでそういった使い方の部分でもハードルを軽減できるそういったところ
k75TPzwxG2U-00128-00054379-00054680 パイソンで使えないかという風なところを考えました
k75TPzwxG2U-00129-00054682-00055232 その中でシンプルな方法なんですけど手始めにPython付加試験で計測したら
k75TPzwxG2U-00130-00055233-00055344 たまたま出てきていい
k75TPzwxG2U-00131-00055345-00055869 にあるローカスとが出ていてそのローカス という存在を知ったのでちょっと使ってみようか
k75TPzwxG2U-00133-00055898-00056116 と思ったのがマークの時でした
k75TPzwxG2U-00134-00056117-00056554 プログラミング言語の中で個人的な話になっちゃうんですけど
k75TPzwxG2U-00135-00056555-00056779 馴染んでいたので正直あの
k75TPzwxG2U-00136-00056780-00057359 利用者の手に馴染むものだったらスピード感がかなりいいものになると思うので
k75TPzwxG2U-00137-00057360-00057623 こちらの方を使ってスムーズに
k75TPzwxG2U-00138-00057624-00058119 案件進められたらなというふうなことも考えておりました
k75TPzwxG2U-00139-00058120-00058629 続いてローキャストとはですねご存知の方も多いかと思いますが
k75TPzwxG2U-00140-00058630-00058960 ローキャストについての説明をさせていただきます
k75TPzwxG2U-00141-00058961-00059349 ローキャストとはというところでGUIインターフェースもついている
k75TPzwxG2U-00142-00059350-00059988 本性の付加試験ツールになります公式サイトドキュメントソースコードも公開されていて
k75TPzwxG2U-00143-00059989-00060119 の方もこちら掲載させていただきます
k75TPzwxG2U-00144-00060120-00060671 ローキャストとは日本語でバッタやイナゴのことを意味するそうです
k75TPzwxG2U-00146-00060732-00061349 そうなんですねという感じですね新しい英単語をこのタイミングで学んだ気がしました
k75TPzwxG2U-00147-00061350-00061865 そしてまた前提ですね、Pythonで実行可能な処理なら何でもできるというのが
k75TPzwxG2U-00149-00062025-00062501 例えばエンドポイントをリクエスト前に変更するシナリオですねそういったものも
k75TPzwxG2U-00150-00062502-00062678 かけたりしますし
k75TPzwxG2U-00151-00062679-00063284 リクエスト時のボディの中身を例えば変えることも可能になりますまたデータベースとの接続も可能になります
k75TPzwxG2U-00153-00063349-00063801 例えばデータベース内にいくつかパラメーターの設定を取っておいて、そのパラメーターを
k75TPzwxG2U-00154-00063802-00063992 データベースから引っ張ってきて
k75TPzwxG2U-00155-00063994-00064376 リクエストのクエリなりを作るそのクエリを一気に
k75TPzwxG2U-00156-00064377-00064797 というふうな処理も 期日することが可能です。また
k75TPzwxG2U-00157-00064798-00065184 制約等があっても対応の方が可能となっております
k75TPzwxG2U-00158-00065185-00065664 セッションの保持もできるので例えばログインを必要とするシステムなんかが
k75TPzwxG2U-00159-00065665-00065793 できると思うんですけど
k75TPzwxG2U-00160-00065794-00066267 ログイン機能自体の付加試験、ログインのところにたくさん
k75TPzwxG2U-00161-00066268-00066730 アクセス集中した時の確認やログイン後の
k75TPzwxG2U-00162-00066731-00067240 エンドポイントへのアクセスの確認ですねそういったものも行うことが可能です
k75TPzwxG2U-00163-00067241-00067379 また
k75TPzwxG2U-00164-00067380-00067801 エンドポイントこの順番に叩くっていう特殊条件ですね例えばAというエンドポイント
k75TPzwxG2U-00166-00067872-00068321 Bに叩いて そこからCを叩くそういった実行人の制御も可能ですし
k75TPzwxG2U-00167-00068322-00068765 パスクの実行割合ですね このエンドポイントに対しては7割 このエンドポイントに対して
k75TPzwxG2U-00168-00068766-00069275 3割といった割り振りも可能という形でこういったものもすべて
k75TPzwxG2U-00170-00069382-00070019 ツール自体の柔軟さかなというふうには考えております
k75TPzwxG2U-00171-00070020-00070442 ここでですねじゃあPythonじゃない他のツールってどうだったのっていう話に
k75TPzwxG2U-00172-00070443-00070578 あるかなと思いますし
k75TPzwxG2U-00173-00070579-00071111 Jメーターやガトリングが一般的ですし、他にもいくつか通常あるんですが、
k75TPzwxG2U-00174-00071112-00071591 関係上、一旦この2つと比較した内容をシェアさせていただければと思います。
k75TPzwxG2U-00175-00071592-00072022 エジェメンターの場合ガトリングもそうではあるんですがやはり豊富なレポート
k75TPzwxG2U-00176-00072023-00072322 複雑なシナリオを書くことが可能ですし
k75TPzwxG2U-00177-00072323-00072835 あとは古くからあるための情報がたくさんあるっていうものがあります
k75TPzwxG2U-00178-00072836-00073474 エレメーターだと実際使った時に今は乗せ替えたのでこのような配信する時でも
k75TPzwxG2U-00179-00073475-00073942 あの元気に高画質で配信できるパソコンなんですがちょっと使ってた時たまたま
k75TPzwxG2U-00180-00073943-00074021 待ち押しがやる
k75TPzwxG2U-00181-00074022-00074498 たまにID開いてると落ちたりとかしてたんですね
k75TPzwxG2U-00182-00074499-00075038 で、Jメーターで回してみると、ちょっとメモリの方がたまに落ちる。
k75TPzwxG2U-00183-00075039-00075431 いう風なことがあったのでちょっとメモリー管理の方が面倒かなっていうのは少し考えた
k75TPzwxG2U-00184-00075432-00075526 していました
k75TPzwxG2U-00185-00075527-00075860 またガトリングはシナリオを柔軟にかける
k75TPzwxG2U-00186-00075861-00076243 いう風なところではローキャストと同じなんですがスカラでシナリオを
k75TPzwxG2U-00188-00076382-00076780 勉強しよう話かもしれないですけど、僕はちょっと巣から書いたことがなかったので、一旦。
k75TPzwxG2U-00189-00076781-00077442 手に馴染む言語の方で進めていった方がいいのかなというのが理由でした
k75TPzwxG2U-00190-00077443-00077943 インストール方法ですがドキュメントの方に実際書いてある内容を
